Product,SKU,Date,Revenue,CMGR,Period,%Total Revenue,Average Revenue
BABY FRENCH BEANS,BABYFRENCHBEANS,2014-01-23,64.8,3.5964552360997715,38.0,0.002340384588248212,120.03709832654123
BANANA,BANANA,2014-01-23,48.599999999999994,8.715679003584299,44.0,0.0017552884411861584,120.03709832654123
BEEF BBQ CUTTLETS (KABAB),BEEFBBQCUTTLETSKABAB),2014-01-23,78.0,3.931941169101316,39.0,0.00281712959696544,120.03709832654123
BEEF CUTLETS - 1KG,BEEFKOLATA,2014-01-23,153.66,10.266269580222387,29.0,0.005549745306021917,120.03709832654123
BEEF ESCALOPE - 1KG,BEEFESCALOPE,2014-01-23,244.79999999999998,8.164819249474586,29.0,0.008841452888937689,120.03709832654123
BEEF MINCE - 1KG,BEEFMINCE,2014-01-23,71.4,9.067509854013323,29.0,0.0025787570926068264,120.03709832654123
BEEF TOP SIDE ROAST - 1KG,BEEFTILIBIANCO,2014-01-23,161.49,8.263673387405435,29.0,0.005832541777101909,120.03709832654123
BIO ORGANIC ALFABETO PASTA,BIOORGANICALFABETOPASTA,2014-01-23,43.75,0.0,26.0,0.0015801207675286923,120.03709832654123
BROWN SUGAR (KHEIR MISR) - 750G,PREMIUMBROWNSUGAR,2014-01-23,88.24,5.6728162979505115,29.0,0.0031869681491824412,120.03709832654123
CAULIFLOWER,CAULIFLOWER,2014-01-23,10.08,11.18815924490779,41.0,0.00036405982483861074,120.03709832654123
CHERRY TOMATOES,CHERRYTOMATOES,2014-01-23,13.02,5.870301891600849,34.0,0.0004702439404165388,120.03709832654123
CHICKEN BREASTS - 1KG,CHICKENBREASTS,2014-01-23,615.6800000000001,23.63412587636362,30.0,0.02223654295204721,120.03709832654123
CHIVES,CHIVES,2014-01-23,2.99,10.166102493824901,44.0,0.0001079899678836752,120.03709832654123
CILANTRO,CILANTRO,2014-01-23,4.0,10.129483725372324,36.0,0.00014446818445976615,120.03709832654123
CLEMONTENE,CLEMONTENE,2014-01-23,21.27,9.93398062305857,39.0,0.0007682095708648065,120.03709832654123
COLORED BILL PEPPER,COLOREDCAPSICUM,2014-01-23,60.0,7.247903679658796,31.0,0.0021670227668964923,120.03709832654123
CUBAN AUBERGINE,CUBANAUBERGINE,2014-01-23,5.4,5.672638680357345,38.0,0.0001950320490206843,120.03709832654123
CUCUMBER,CUCUMBER,2014-01-23,23.75,9.504053581656269,44.0,0.0008577798452298615,120.03709832654123
DRIED APRICOTS - 250G,DRIEDAPRICOTS,2014-01-23,17.0,10.285240209612411,29.0,0.0006139897839540062,120.03709832654123
DRIED PRUNE WITH PITS - 250G,DRIEDPRUNEWITHPITS,2014-01-23,15.0,12.230883161762684,30.0,0.0005417556917241231,120.03709832654123
FINE GRIND FRENCH SEA SALT-FRENCH (CELTIC) - 367G,105365,2014-01-23,49.5,2.0947006841022686,26.0,0.0017877937826896062,120.03709832654123
FRESH GINGER,FRESHGINGER,2014-01-23,30.81,7.956570554835474,44.0,0.0011127661908013487,120.03709832654123
GLUTEN FREE CHOCOLATE CAKE MIX - 453G,1616C164,2014-01-23,49.5,2.70180507087725,26.0,0.0017877937826896062,120.03709832654123
GLUTEN FREE HOMEMADE BREAD MIX - 453G,1602C164,2014-01-23,57.75,4.414536998908458,29.0,0.0020857594131378737,120.03709832654123
GLUTEN FREE PANCAKE MIX - 623G,1610C224,2014-01-23,55.0,0.8619379044137121,26.0,0.0019864375363217845,120.03709832654123
GLUTEN FREE ROLLED OATS - 907G,1982C324,2014-01-23,237.0,10.50662937545901,30.0,0.008559739929241144,120.03709832654123
GOLDEN FLAXSEED MEAL - 453G,1236C164,2014-01-23,99.0,11.396398362616523,30.0,0.0035755875653792125,120.03709832654123
GOLDEN ONIONS,GOLDENONIONS,2014-01-23,6.38,8.698367740811296,43.0,0.000230426754213327,120.03709832654123
GRAPE FRUIT,GRAPEFRUIT,2014-01-23,13.65,11.443707456992902,39.0,0.000492997679468952,120.03709832654123
HONEY MOON MIX,HONEYMOONMIX,2014-01-23,56.25,10.799277907116544,26.0,0.0020315838439654618,120.03709832654123
ITALIAN BASIL,ITALIANBASIL,2014-01-23,21.0,9.474178494634033,44.0,0.0007584579684137723,120.03709832654123
KIWI,KIWI,2014-01-23,28.32,12.947789130522835,43.0,0.0010228347459751443,120.03709832654123
LEMON,LEMON,2014-01-23,19.0,8.144975322714942,36.0,0.0006862238761838892,120.03709832654123
LIME,LIME,2014-01-23,11.36,10.145618836354476,39.0,0.0004102896438657359,120.03709832654123
MARJORAM,MARJORAM,2014-01-23,4.85,6.542101786336674,44.0,0.00017516767365746645,120.03709832654123
MEDJOUL DATES,MEDJOULDATES,2014-01-23,33.0,18.796881973353408,26.0,0.0011918625217930707,120.03709832654123
MELON,MELON,2014-01-23,68.60000000000001,13.463967642641217,39.0,0.00247762936348499,120.03709832654123
MESCLUN (A MIX OF SALAD GREENS),MESCLUNAMIXOFSALADGREENS,2014-01-23,14.24,10.350798545071793,39.0,0.0005143067366767675,120.03709832654123
MUSHROOM,MUSHROOM,2014-01-23,39.78,12.113012939898793,39.0,0.0014367360944523744,120.03709832654123
ORANGES,ORANGES,2014-01-23,35.22,11.756547559286235,39.0,0.001272042364168241,120.03709832654123
ORGANIC BROWN RICE SPAGHETTI - 284G,00620-1,2014-01-23,49.5,6.475464404709386,29.0,0.0017877937826896062,120.03709832654123
ORGANIC BROWN RICE SYRUP - 473G,00160-2,2014-01-23,67.5,2.6004484707038644,27.0,0.0024379006127585538,120.03709832654123
ORGANIC EXTRA VIRGIN SESAME OIL - 473ML,104640,2014-01-23,90.0,8.62007356519996,29.0,0.0032505341503447386,120.03709832654123
ORGANIC RICE ALMOND DRINK,ORGANICRICEALMONDDRINK,2014-01-23,36.25,0.7037011789559511,26.0,0.0013092429216666308,120.03709832654123
ORGANIC SOY FLOUR - 453G,7021C164,2014-01-23,33.0,2.70180507087725,26.0,0.0011918625217930707,120.03709832654123
PASTA PENNE,PASTAPENNE,2014-01-23,40.5,2.70180507087725,26.0,0.0014627403676551324,120.03709832654123
PEPPERMINT,PEPPERMINT,2014-01-23,4.61,11.685837491029293,39.0,0.00016649958258988052,120.03709832654123
PINEAPPLE,PINEAPPLE,2014-01-23,35.3,12.313285368646664,38.0,0.0012749317278574362,120.03709832654123
PINK GRAPE FRUIT,PINKGRAPEFRUIT,2014-01-23,13.65,11.74528824348462,39.0,0.000492997679468952,120.03709832654123
POTATOES,POTATOES,2014-01-23,32.6,9.386980560948487,39.0,0.0011774157033470941,120.03709832654123
PUK CHOI,PUKCHOI,2014-01-23,84.36,8.664140619997184,39.0,0.0030468340102564684,120.03709832654123
RAW CASHEW NUT - 250G,CASHEWNUTRAW,2014-01-23,75.0,12.359234856497281,30.0,0.0027087784586206152,120.03709832654123
RAW PECAN - 250G,PECANRAW,2014-01-23,72.5,16.639367847346122,30.0,0.0026184858433332616,120.03709832654123
RAW PISTACHIO - 250G,PISTACHIORAW,2014-01-23,65.0,9.151705782670883,29.0,0.0023476079974712,120.03709832654123
RED CABBAGE,REDCABBAGE,2014-01-23,16.12,8.125644633890694,36.0,0.0005822067833728576,120.03709832654123
RED PLUMS,REDPLUMS,2014-01-23,50.400000000000006,14.423668857713267,39.0,0.001820299124193054,120.03709832654123
ROSEMARY,ROSEMARY,2014-01-23,4.74,10.255471229046552,38.0,0.0001711947985848229,120.03709832654123
SALMON STEAK,SALMONSTEAK,2014-01-23,151.2,15.291683531572575,29.0,0.00546089737257916,120.03709832654123
SOY PROTEIN POWDER - 369G,1512C144,2014-01-23,87.9,2.6004484707038644,27.0,0.0031746883535033613,120.03709832654123
SPINACH,SPINACH,2014-01-23,48.0,9.503949096694564,39.0,0.0017336182135171939,120.03709832654123
SWEET POTATOES,SWEETPOTATOES,2014-01-23,45.5,9.153823304151487,39.0,0.00164332559822984,120.03709832654123
THYME,THYME,2014-01-23,5.89,10.306704050190717,44.0,0.00021272940161700567,120.03709832654123
TOMATOES,TOMATOES,2014-01-23,25.36,9.411597135881733,39.0,0.0009159282894749174,120.03709832654123
UME PLUM VINEGER - 269ML,109330,2014-01-23,31.9,0.0,26.0,0.001152133771066635,120.03709832654123
VEAL ESCALOPE (BIFTEK) - 1KG,VEALESCALOPE,2014-01-23,208.0,6.8738544047467265,29.0,0.00751234559190784,120.03709832654123
VEAL PICATTA - 1KG,VEALPICATTA,2014-01-23,104.0,10.686575656640883,29.0,0.00375617279595392,120.03709832654123
WHEAT GERM - 453G,1585C164,2014-01-23,41.9,0.0,26.0,0.0015133042322160505,120.03709832654123
WHEAT GERM MIRACLE,WHEATGERMMIRACLE,2014-01-23,51.8,8.490766629264757,36.0,0.0018708629887539718,120.03709832654123
WHITE ENDIVE,WHITEENDIVE,2014-01-23,26.33,3.799702266181515,39.0,0.0009509618242064108,120.03709832654123
WHOLE CHICKEN - 1KG,WHOLECHICKEN,2014-01-23,328.9,15.36425548658693,30.0,0.011878896467204272,120.03709832654123
YELLOW CARROTS,YELLOWCARROTS,2014-01-23,19.25,12.732183109061769,38.0,0.0006952531377126247,120.03709832654123
ZUCCHINI,ZUCCHINI,2014-01-23,12.0,9.731088807248756,44.0,0.00043340455337929847,120.03709832654123
AMERICAN RED APPLES,AMERICANREDAPPLES,2014-01-30,28.04,12.975905929144949,39.0,0.0010127219730629608,120.03709832654123
AMERICAN YELLOW APPLES,AMERICANYELLOWAPPLES,2014-01-30,26.53,6.89052535969823,38.0,0.000958185233429399,120.03709832654123
APPLE CIDER VINEGAR - 473G,103480,2014-01-30,70.0,6.574609585051738,29.0,0.002528193228045908,120.03709832654123
APPLE CINNAMON NO FAT GRANOLA - 340G,1670C124,2014-01-30,49.5,1.1126135229420742,26.0,0.0017877937826896062,120.03709832654123
AUBERGINE (ROUMY),AUBERGINEROUMY,2014-01-30,19.12,8.20516812281953,39.0,0.0006905579217176823,120.03709832654123
AVOCADO,AVOCADO,2014-01-30,173.24,10.620630539726372,44.0,0.006256917068952472,120.03709832654123
BABY FRENCH BEANS,BABYFRENCHBEANS,2014-01-30,32.4,3.5964552360997715,38.0,0.001170192294124106,120.03709832654123
BANANA,BANANA,2014-01-30,48.599999999999994,8.715679003584299,44.0,0.0017552884411861584,120.03709832654123
BEEF CUTLETS - 1KG,BEEFKOLATA,2014-01-30,153.66,10.266269580222387,29.0,0.005549745306021917,120.03709832654123
BEEF ESCALOPE - 1KG,BEEFESCALOPE,2014-01-30,81.6,8.164819249474586,29.0,0.0029471509629792293,120.03709832654123
BEEF MINCE - 1KG,BEEFMINCE,2014-01-30,71.4,9.067509854013323,29.0,0.0025787570926068264,120.03709832654123
BEEF TOP SIDE ROAST - 1KG,BEEFTILIBIANCO,2014-01-30,161.49,8.263673387405435,29.0,0.005832541777101909,120.03709832654123
BEET ROOT,BEETROOT,2014-01-30,4.5,6.076317100138273,44.0,0.00016252670751723693,120.03709832654123
BISCOTTI CICCOLATO,BISCOTTICICCOLATO,2014-01-30,28.35,1.5130551333631947,27.0,0.0010239182573585927,120.03709832654123
BLUE AGAVE SYRUP,21122OG,2014-01-30,66.0,8.237740617698265,33.0,0.0023837250435861414,120.03709832654123
BROWN RICE (KHEIR MISR) - 750G,PREMIUMBROWNRICE,2014-01-30,61.75,11.418198531421586,29.0,0.00223022759759764,120.03709832654123
CAULIFLOWER,CAULIFLOWER,2014-01-30,20.16,11.18815924490779,41.0,0.0007281196496772215,120.03709832654123
CHERRY TOMATOES,CHERRYTOMATOES,2014-01-30,39.06,5.870301891600849,34.0,0.0014107318212496164,120.03709832654123
CHICKEN BREASTS - 1KG,CHICKENBREASTS,2014-01-30,284.15999999999997,23.63412587636362,30.0,0.010263019824021787,120.03709832654123
CHICKEN CUTLETS (SHISHTAWOOK) - 1KG,CHICKENCUTLETSSHISHTAWOOK,2014-01-30,39.7,14.714359232869768,29.0,0.0014338467307631793,120.03709832654123
CLEMONTENE,CLEMONTENE,2014-01-30,14.18,9.93398062305857,39.0,0.000512139713909871,120.03709832654123
COCONUT PALM SUGAR - 454G,92106OG,2014-01-30,66.5,4.315974014688506,26.0,0.0024017835666436125,120.03709832654123
COLORED BILL PEPPER,COLOREDCAPSICUM,2014-01-30,30.0,7.247903679658796,31.0,0.0010835113834482461,120.03709832654123
COLORED FRENCH LETTUCE,COLOREDFRENCHLETTUCE,2014-01-30,18.24,7.570966855909855,44.0,0.0006587749211365336,120.03709832654123
CUBAN AUBERGINE,CUBANAUBERGINE,2014-01-30,5.4,5.672638680357345,38.0,0.0001950320490206843,120.03709832654123
CUCUMBER,CUCUMBER,2014-01-30,19.0,9.504053581656269,44.0,0.0006862238761838892,120.03709832654123
DRIED APRICOTS - 250G,DRIEDAPRICOTS,2014-01-30,17.0,10.285240209612411,29.0,0.0006139897839540062,120.03709832654123
DRIED PRUNE WITH PITS - 250G,DRIEDPRUNEWITHPITS,2014-01-30,15.0,12.230883161762684,30.0,0.0005417556917241231,120.03709832654123
DUCK,DUCK,2014-01-30,86.4,6.6538217638485,39.0,0.003120512784330949,120.03709832654123
FETTE BISCOTTATE,FETTEBISCOTTATE,2014-01-30,60.75,0.0,25.0,0.0021941105514826985,120.03709832654123
FINE GRIND FRENCH SEA SALT-FRENCH (CELTIC) - 367G,105365,2014-01-30,148.5,2.0947006841022686,26.0,0.005363381348068819,120.03709832654123
FRESH GINGER,FRESHGINGER,2014-01-30,10.27,7.956570554835474,44.0,0.0003709220636004496,120.03709832654123
GLUTEN FREE CHOCOLATE CAKE MIX - 453G,1616C164,2014-01-30,49.5,2.70180507087725,26.0,0.0017877937826896062,120.03709832654123
GOLDEN FLAXSEED MEAL - 453G,1236C164,2014-01-30,49.5,11.396398362616523,30.0,0.0017877937826896062,120.03709832654123
GOLDEN ONIONS,GOLDENONIONS,2014-01-30,12.76,8.698367740811296,43.0,0.000460853508426654,120.03709832654123
GOLDEN RAISINS - 250G,GOLDENRAISINS,2014-01-30,30.0,8.981722487967115,29.0,0.0010835113834482461,120.03709832654123
GREEN BEANS,GREENBEANS,2014-01-30,47.6,12.526610701946051,44.0,0.0017191713950712173,120.03709832654123
GREEN CHILI PEPPER,GREENCHILIPEPPER,2014-01-30,7.0,6.111895846709858,39.0,0.0002528193228045908,120.03709832654123
HONEY MOON MIX,HONEYMOONMIX,2014-01-30,56.25,10.799277907116544,26.0,0.0020315838439654618,120.03709832654123
HONEY OAT GRANOLA - 340G,1278C124,2014-01-30,99.0,7.553229291449259,29.0,0.0035755875653792125,120.03709832654123
ITALIAN BASIL,ITALIANBASIL,2014-01-30,15.75,9.474178494634033,44.0,0.0005688434763103293,120.03709832654123
KIWI,KIWI,2014-01-30,35.4,12.947789130522835,43.0,0.0012785434324689305,120.03709832654123
LEMON,LEMON,2014-01-30,4.75,8.144975322714942,36.0,0.0001715559690459723,120.03709832654123
LIME,LIME,2014-01-30,11.36,10.145618836354476,39.0,0.0004102896438657359,120.03709832654123
LOLLA ROSSA,LOLLAROSSA,2014-01-30,30.81,11.561157996854487,44.0,0.0011127661908013487,120.03709832654123
LOLLO BIONDA,LOLLOBIONDA,2014-01-30,20.54,9.362686781658503,44.0,0.0007418441272008992,120.03709832654123
MELON,MELON,2014-01-30,41.160000000000004,13.463967642641217,39.0,0.0014865776180909937,120.03709832654123
MESCLUN (A MIX OF SALAD GREENS),MESCLUNAMIXOFSALADGREENS,2014-01-30,7.12,10.350798545071793,39.0,0.00025715336833838376,120.03709832654123
MUSHROOM,MUSHROOM,2014-01-30,39.78,12.113012939898793,39.0,0.0014367360944523744,120.03709832654123
NUTS MIX,NGSMIX,2014-01-30,56.25,5.476607648164666,26.0,0.0020315838439654618,120.03709832654123
OLD COUNTRY STYLE MUESLI - 510G,1183C184,2014-01-30,50.0,10.536290358262935,30.0,0.001805852305747077,120.03709832654123
ONIONS (AWERMA),ONIONSAWERMA,2014-01-30,10.98,4.999681050439331,38.0,0.0003965651663420581,120.03709832654123
ORGANIC BROWN RICE ELBOW PASTA - 340G,00640-9,2014-01-30,49.5,11.358536839719235,29.0,0.0017877937826896062,120.03709832654123
ORGANIC BROWN RICE PENNE - 340G,00610-2,2014-01-30,99.0,10.671923104908476,30.0,0.0035755875653792125,120.03709832654123
ORGANIC BROWN RICE ROTINI - 284G,00630-0,2014-01-30,99.0,9.168460700066827,30.0,0.0035755875653792125,120.03709832654123
ORGANIC DANDELION ROOT POWDER,209250-50,2014-01-30,63.0,5.254196952986212,38.0,0.002275373905241317,120.03709832654123
PIGEON,PIGEON,2014-01-30,208.79999999999998,2.9604970792230567,39.0,0.007541239228799793,120.03709832654123
PINEAPPLE,PINEAPPLE,2014-01-30,35.3,12.313285368646664,38.0,0.0012749317278574362,120.03709832654123
PINK GRAPE FRUIT,PINKGRAPEFRUIT,2014-01-30,27.3,11.74528824348462,39.0,0.000985995358937904,120.03709832654123
POTATOES,POTATOES,2014-01-30,32.6,9.386980560948487,39.0,0.0011774157033470941,120.03709832654123
PUK CHOI,PUKCHOI,2014-01-30,28.12,8.664140619997184,39.0,0.0010156113367521561,120.03709832654123
RAW ALMONDS - SHELLED - 250G,ALMONDSRAWSHELLED,2014-01-30,35.0,13.629828610095785,30.0,0.001264096614022954,120.03709832654123
RAW CASHEW NUT - 250G,CASHEWNUTRAW,2014-01-30,37.5,12.359234856497281,30.0,0.0013543892293103076,120.03709832654123
RAW PISTACHIO - 250G,PISTACHIORAW,2014-01-30,65.0,9.151705782670883,29.0,0.0023476079974712,120.03709832654123
RAW WALNUT - SHELLED - 250G,WALNUTSHELLEDRAW-KG,2014-01-30,40.0,11.69711445069359,30.0,0.0014446818445976615,120.03709832654123
RED CABBAGE,REDCABBAGE,2014-01-30,8.06,8.125644633890694,36.0,0.0002911033916864288,120.03709832654123
RED CHILI PEPPER,REDCHILIPEPPER,2014-01-30,5.0,4.2642927086814275,30.0,0.0001805852305747077,120.03709832654123
RED ICEBERG,REDICEBERG,2014-01-30,12.5,7.835818672226802,34.0,0.0004514630764367692,120.03709832654123
RED ONIONS,REDONIONS,2014-01-30,13.1,10.548480817232232,39.0,0.0004731333041057342,120.03709832654123
SHORT BLACK AUBERGINE,SHORTBLACKAUBERGINE,2014-01-30,20.04,9.271841172648987,38.0,0.0007237856041434284,120.03709832654123
SOY LECITIHIN GRANULES - 453G,1280C164,2014-01-30,115.5,3.87135619430401,29.0,0.004171518826275747,120.03709832654123
SPANISH EXTRA VIRGIN OLIVE OIL - 473G,104340,2014-01-30,85.0,7.1968621292348045,28.0,0.003069948919770031,120.03709832654123
SPINACH,SPINACH,2014-01-30,30.0,9.503949096694564,39.0,0.0010835113834482461,120.03709832654123
SUCANAT - 454G,45025OG,2014-01-30,46.9,1.4079754523293353,29.0,0.0016938894627907583,120.03709832654123
SWEET POTATOES,SWEETPOTATOES,2014-01-30,45.5,9.153823304151487,39.0,0.00164332559822984,120.03709832654123
TEA TREE THERAPY LIQUID SOAP - 226G,60360,2014-01-30,44.0,2.1501005382411176,26.0,0.0015891500290574278,120.03709832654123
TOMATOES,TOMATOES,2014-01-30,31.700000000000003,9.411597135881733,39.0,0.001144910361843647,120.03709832654123
TURKEY,TURKEY,2014-01-30,180.0,5.624709124406291,38.0,0.006501068300689477,120.03709832654123
VEAL CUTLETS (KABBAB 7ALA) - 1KG,VEALCUTLETSKABBAB7ALA,2014-01-30,104.0,4.575753282471928,28.0,0.00375617279595392,120.03709832654123
WHITE ENDIVE,WHITEENDIVE,2014-01-30,26.33,3.799702266181515,39.0,0.0009509618242064108,120.03709832654123
WHOLE CHICKEN - 1KG,WHOLECHICKEN,2014-01-30,508.29999999999995,15.36425548658693,30.0,0.018358294540224782,120.03709832654123
YELLOW CARROTS,YELLOWCARROTS,2014-01-30,5.5,12.732183109061769,38.0,0.00019864375363217847,120.03709832654123
ZUCCHINI,ZUCCHINI,2014-01-30,28.0,9.731088807248756,44.0,0.001011277291218363,120.03709832654123
AMERICAN RED APPLES,AMERICANREDAPPLES,2014-02-06,28.04,12.975905929144949,39.0,0.0010127219730629608,120.03709832654123
AMERICAN YELLOW APPLES,AMERICANYELLOWAPPLES,2014-02-06,26.53,6.89052535969823,38.0,0.000958185233429399,120.03709832654123
APPLE CIDER VINEGAR - 473G,103480,2014-02-06,35.0,6.574609585051738,29.0,0.001264096614022954,120.03709832654123
APPLES (SUKARY),APPLESSUKARY,2014-02-06,51.72,14.265938921164834,39.0,0.0018679736250647764,120.03709832654123
BABY FRENCH BEANS,BABYFRENCHBEANS,2014-02-06,97.19999999999999,3.5964552360997715,38.0,0.0035105768823723168,120.03709832654123
BANANA,BANANA,2014-02-06,32.4,8.715679003584299,44.0,0.001170192294124106,120.03709832654123
BEEF CUTLETS - 1KG,BEEFKOLATA,2014-02-06,76.83,10.266269580222387,29.0,0.0027748726530109585,120.03709832654123
BEEF FILLET - 1KG,BEEFFILLET,2014-02-06,216.98,13.337808424021102,30.0,0.007836676666020016,120.03709832654123
BEEF MINCE - 1KG,BEEFMINCE,2014-02-06,71.4,9.067509854013323,29.0,0.0025787570926068264,120.03709832654123
BIO ORGANIC PENNE PASTA,BIOORGANICPENNEPASTA,2014-02-06,28.35,3.451911315337197,27.0,0.0010239182573585927,120.03709832654123
BIO ORGANIC ROTINI PASTA,BIOORGANICROTINIPASTA,2014-02-06,28.35,4.315974014688506,26.0,0.0010239182573585927,120.03709832654123
BROWN RICE (KHEIR MISR) - 750G,PREMIUMBROWNRICE,2014-02-06,74.1,11.418198531421586,29.0,0.002676273117117168,120.03709832654123
BROWN SUGAR (KHEIR MISR) - 750G,PREMIUMBROWNSUGAR,2014-02-06,22.06,5.6728162979505115,29.0,0.0007967420372956103,120.03709832654123
CHICKEN BREASTS - 1KG,CHICKENBREASTS,2014-02-06,615.6800000000001,23.63412587636362,30.0,0.02223654295204721,120.03709832654123
CHICKEN CUTLETS (SHISHTAWOOK) - 1KG,CHICKENCUTLETSSHISHTAWOOK,2014-02-06,119.10000000000001,14.714359232869768,29.0,0.004301540192289537,120.03709832654123
COLORED BILL PEPPER,COLOREDCAPSICUM,2014-02-06,10.0,7.247903679658796,31.0,0.0003611704611494154,120.03709832654123
COLORED FRENCH LETTUCE,COLOREDFRENCHLETTUCE,2014-02-06,9.12,7.570966855909855,44.0,0.0003293874605682668,120.03709832654123
CUBAN AUBERGINE,CUBANAUBERGINE,2014-02-06,5.4,5.672638680357345,38.0,0.0001950320490206843,120.03709832654123
CUCUMBER,CUCUMBER,2014-02-06,33.25,9.504053581656269,44.0,0.0012008917833218062,120.03709832654123
DRIED APRICOTS - 250G,DRIEDAPRICOTS,2014-02-06,17.0,10.285240209612411,29.0,0.0006139897839540062,120.03709832654123
DRIED BLUEBERRIES - 250G,DRIEDBLUEBERRIES,2014-02-06,60.0,14.618196371661663,30.0,0.0021670227668964923,120.03709832654123
DRIED CRANBERRY - 250G,DRIEDCRANBERRY,2014-02-06,120.0,12.42009043146548,30.0,0.0043340455337929846,120.03709832654123
FLAX SEEDS (KHEIR MISR) - 250G,140166,2014-02-06,39.6,11.87849097130651,30.0,0.001430235026151685,120.03709832654123
GLUTEN FREE CHOCOLATE CAKE MIX - 453G,1616C164,2014-02-06,49.5,2.70180507087725,26.0,0.0017877937826896062,120.03709832654123
GLUTEN FREE HOMEMADE BREAD MIX - 453G,1602C164,2014-02-06,173.25,4.414536998908458,29.0,0.0062572782394136215,120.03709832654123
GOLDEN FLAXSEED MEAL - 453G,1236C164,2014-02-06,99.0,11.396398362616523,30.0,0.0035755875653792125,120.03709832654123
GOLDEN ONIONS,GOLDENONIONS,2014-02-06,6.38,8.698367740811296,43.0,0.000230426754213327,120.03709832654123
GOLDEN RAISINS - 250G,GOLDENRAISINS,2014-02-06,15.0,8.981722487967115,29.0,0.0005417556917241231,120.03709832654123
GRAPE FRUIT,GRAPEFRUIT,2014-02-06,27.3,11.443707456992902,39.0,0.000985995358937904,120.03709832654123
GREEN BEANS,GREENBEANS,2014-02-06,13.6,12.526610701946051,44.0,0.0004911918271632049,120.03709832654123
GREEN TEA (KHEIR MISR) - 300G,140170,2014-02-06,29.5,4.89642553230345,29.0,0.0010654528603907755,120.03709832654123
HAMBURGER - 1KG,HAMBURGER,2014-02-06,71.4,6.160814100816259,28.0,0.0025787570926068264,120.03709832654123
HONEY MOON MIX,HONEYMOONMIX,2014-02-06,56.25,10.799277907116544,26.0,0.0020315838439654618,120.03709832654123
HONEY OAT GRANOLA - 340G,1278C124,2014-02-06,198.0,7.553229291449259,29.0,0.007151175130758425,120.03709832654123
ITALIAN BASIL,ITALIANBASIL,2014-02-06,26.25,9.474178494634033,44.0,0.0009480724605172154,120.03709832654123
LEMON GRASS,LEMONGRASS,2014-02-06,43.5,8.594486510975896,39.0,0.001571091505999957,120.03709832654123
LIME,LIME,2014-02-06,5.68,10.145618836354476,39.0,0.00020514482193286794,120.03709832654123
LOLLA ROSSA,LOLLAROSSA,2014-02-06,20.54,11.561157996854487,44.0,0.0007418441272008992,120.03709832654123
LOLLO BIONDA,LOLLOBIONDA,2014-02-06,30.81,9.362686781658503,44.0,0.0011127661908013487,120.03709832654123
MEDJOUL DATES,MEDJOULDATES,2014-02-06,33.0,18.796881973353408,26.0,0.0011918625217930707,120.03709832654123
MESCLUN (A MIX OF SALAD GREENS),MESCLUNAMIXOFSALADGREENS,2014-02-06,7.12,10.350798545071793,39.0,0.00025715336833838376,120.03709832654123
MUSHROOM,MUSHROOM,2014-02-06,53.04,12.113012939898793,39.0,0.0019156481259364991,120.03709832654123
OLD COUNTRY STYLE MUESLI - 510G,1183C184,2014-02-06,150.0,10.536290358262935,30.0,0.0054175569172412305,120.03709832654123
ORANGES,ORANGES,2014-02-06,63.22,11.756547559286235,39.0,0.002283319655386604,120.03709832654123
ORGANIC BROWN RICE SPAGHETTI - 284G,00620-1,2014-02-06,99.0,6.475464404709386,29.0,0.0035755875653792125,120.03709832654123
ORGANIC BUCKWHEAT (HULLED) - 454G,113040,2014-02-06,36.75,8.635735294193392,30.0,0.0013273014447241016,120.03709832654123
ORGANIC WILD RICE - 227G,432,2014-02-06,85.0,5.923333987448931,29.0,0.003069948919770031,120.03709832654123
PEPPERMINT,PEPPERMINT,2014-02-06,4.61,11.685837491029293,39.0,0.00016649958258988052,120.03709832654123
PIGEON,PIGEON,2014-02-06,69.6,2.9604970792230567,39.0,0.0025137464095999307,120.03709832654123
PINEAPPLE,PINEAPPLE,2014-02-06,70.6,12.313285368646664,38.0,0.0025498634557148724,120.03709832654123
PINK GRAPE FRUIT,PINKGRAPEFRUIT,2014-02-06,68.25,11.74528824348462,39.0,0.00246498839734476,120.03709832654123
POTATOES,POTATOES,2014-02-06,8.15,9.386980560948487,39.0,0.00029435392583677353,120.03709832654123
RAW ALMONDS - SHELLED - 250G,ALMONDSRAWSHELLED,2014-02-06,70.0,13.629828610095785,30.0,0.002528193228045908,120.03709832654123
RAW CASHEW NUT - 250G,CASHEWNUTRAW,2014-02-06,75.0,12.359234856497281,30.0,0.0027087784586206152,120.03709832654123
RAW PECAN - 250G,PECANRAW,2014-02-06,72.5,16.639367847346122,30.0,0.0026184858433332616,120.03709832654123
RAW PISTACHIO - 250G,PISTACHIORAW,2014-02-06,65.0,9.151705782670883,29.0,0.0023476079974712,120.03709832654123
RED BAG CLIP,100C100,2014-02-06,6.9,2.933282505624746,38.0,0.00024920761819309664,120.03709832654123
RED CABBAGE,REDCABBAGE,2014-02-06,8.06,8.125644633890694,36.0,0.0002911033916864288,120.03709832654123
RED ONIONS,REDONIONS,2014-02-06,6.55,10.548480817232232,39.0,0.0002365666520528671,120.03709832654123
RED PLUMS,REDPLUMS,2014-02-06,33.6,14.423668857713267,39.0,0.0012135327494620356,120.03709832654123
RED ROMAINE,REDROMAINE,2014-02-06,10.63,9.321878314404364,44.0,0.00038392420020182854,120.03709832654123
